weathertypeid,locationid,eventdate,severity
4,238,2020-08-14,UNK
2,1322,2020-05-30,Light
3,633,2020-04-02,Light
2,1019,2020-06-28,Light
2,1731,2020-03-11,Light
2,1677,2020-05-20,Light
3,995,2020-01-24,Light
2,937,2020-07-30,Heavy
2,69,2020-01-22,Light
2,1725,2020-06-09,Light
2,331,2020-11-25,Light
2,885,2020-11-25,Light
1,1414,2020-04-06,Moderate
2,636,2020-09-30,Heavy
1,1298,2020-05-01,Moderate
3,238,2020-03-05,Light
2,322,2020-03-04,Light
3,379,2020-01-03,Light
2,3,2020-08-01,Light
2,983,2020-08-28,Light
1,757,2020-09-14,Moderate
2,244,2020-10-29,Light
2,823,2020-09-17,Light
1,381,2020-12-16,Severe
4,1732,2020-07-30,UNK
4,486,2020-08-16,UNK
3,1113,2020-02-27,Light
1,166,2020-04-25,Severe
2,233,2020-01-23,Light
2,1027,2020-01-31,Moderate
2,375,2020-02-26,Light
1,1043,2020-09-16,Severe
2,1085,2020-03-18,Light
2,311,2020-03-04,Light
3,321,2020-02-27,Light
2,549,2020-11-29,Light
2,735,2020-11-12,Light
3,112,2020-12-14,Light
1,584,2020-02-04,Severe
2,1130,2020-03-09,Light
1,362,2020-02-11,Severe
1,138,2020-12-26,Severe
2,1078,2020-03-14,Light
3,30,2020-01-13,Light
3,676,2020-12-29,Moderate
2,1733,2020-11-01,Light
2,683,2020-04-07,Light
1,1094,2020-06-05,Moderate
2,147,2020-08-09,Moderate
1,296,2020-08-22,Moderate
3,710,2020-04-23,Light
2,327,2020-11-26,Light
2,121,2020-08-04,Light
2,219,2020-03-15,Light
2,1297,2020-10-12,Light
2,983,2020-11-21,Light
2,1258,2020-07-08,Light
2,869,2020-01-03,Light
1,709,2020-03-12,Severe
1,734,2020-12-21,Severe
2,1424,2020-01-15,Light
2,1018,2020-05-15,Moderate
3,1583,2020-12-13,Light
3,803,2020-05-09,Light
5,206,2020-08-30,Severe
2,1283,2020-10-25,Light
2,1428,2020-12-05,Light
2,488,2020-07-29,Light
2,445,2020-10-11,Heavy
2,578,2020-03-30,Light
2,316,2020-12-27,Light
1,43,2020-11-23,Severe
1,384,2020-01-26,Severe
1,109,2020-05-17,Severe
2,883,2020-05-24,Light
2,758,2020-09-05,Light
1,529,2020-05-24,Severe
2,1331,2020-04-26,Light
2,1438,2020-05-27,Light
2,205,2020-01-11,Light
2,203,2020-07-20,Light
2,358,2020-01-04,Light
2,360,2020-10-01,Light
2,367,2020-09-29,Light
1,983,2020-09-16,Severe
2,1345,2020-02-16,Light
1,262,2020-10-20,Severe
3,360,2020-02-13,Heavy
1,6,2020-06-16,Severe
2,68,2020-05-19,Light
1,26,2020-04-06,Severe
1,1427,2020-01-23,Severe
1,439,2020-05-11,Severe
1,1682,2020-05-23,Severe
3,1600,2020-01-19,Light
2,215,2020-11-11,Light
1,957,2020-05-09,Severe
2,960,2020-04-24,Light
2,658,2020-01-10,Moderate
2,1734,2020-01-25,Light
4,406,2020-04-12,UNK
2,735,2020-06-19,Light
1,1217,2020-11-27,Severe
2,402,2020-02-20,Light
2,1086,2020-03-25,Light
2,451,2020-06-17,Heavy
2,1237,2020-01-31,Light
2,754,2020-03-09,Light
1,68,2020-02-06,Moderate
1,776,2020-02-17,Severe
4,979,2020-06-21,UNK
2,73,2020-05-15,Light
1,861,2020-03-30,Severe
1,88,2020-08-17,Severe
2,1474,2020-09-08,Light
2,49,2020-08-24,Light
2,198,2020-02-01,Light
1,1109,2020-10-25,Severe
3,1261,2020-01-31,Light
2,335,2020-11-24,Light
3,1735,2020-12-12,Light
1,1647,2020-01-15,Severe
1,386,2020-07-25,Severe
4,167,2020-07-23,UNK
1,1211,2020-08-25,Severe
1,203,2020-04-08,Moderate
1,1467,2020-08-23,Moderate
2,886,2020-03-17,Light
5,1320,2020-10-27,Severe
1,1736,2020-10-20,Severe
3,1355,2020-01-25,Light
2,1564,2020-05-26,Moderate
2,94,2020-03-15,Light
1,460,2020-02-16,Severe
1,879,2020-09-25,Severe
2,743,2020-04-12,Light
3,598,2020-01-10,Light
2,1230,2020-11-30,Moderate
1,198,2020-09-23,Severe
2,1028,2020-07-27,Moderate
2,107,2020-05-24,Light
5,1250,2020-09-14,Severe
1,504,2020-09-10,Moderate
2,1517,2020-06-20,Light
2,204,2020-12-17,Light
1,1614,2020-01-26,Severe
5,489,2020-07-31,Severe
3,1225,2020-03-21,Light
2,1485,2020-09-28,Light
5,1470,2020-09-12,Severe
2,422,2020-01-17,Light
1,1466,2020-01-05,Severe
2,412,2020-11-09,Light
4,1648,2020-04-26,UNK
4,1727,2020-08-09,UNK
2,797,2020-04-29,Light
3,198,2020-02-14,Light
2,81,2020-11-30,Heavy
2,156,2020-03-19,Light
2,1044,2020-10-14,Light
2,1393,2020-09-11,Light
2,1384,2020-06-05,Light
1,383,2020-11-11,Severe
2,1306,2020-02-06,Light
3,1737,2020-12-28,Light
2,59,2020-06-10,Light
1,1738,2020-01-17,Severe
2,336,2020-07-01,Heavy
2,164,2020-11-09,Light
2,1103,2020-02-04,Light
3,178,2020-01-23,Light
2,1475,2020-09-29,Heavy
2,876,2020-05-25,Light
2,464,2020-12-25,Moderate
1,261,2020-03-09,Severe
2,220,2020-09-29,Moderate
2,573,2020-03-10,Light
3,1689,2020-02-18,Light
2,1225,2020-11-11,Light
3,32,2020-12-13,Light
1,1515,2020-09-12,Severe
3,1048,2020-10-21,Light
2,240,2020-09-08,Light
2,1319,2020-01-27,Light
3,1739,2020-03-28,Light
2,32,2020-05-16,Light
1,461,2020-06-06,Severe
2,572,2020-10-22,Light
1,109,2020-02-25,Severe
1,757,2020-12-09,Severe
2,1545,2020-09-08,Light
2,223,2020-02-27,Light
3,417,2020-12-18,Light
1,1412,2020-02-07,Severe
3,83,2020-01-18,Light
2,596,2020-10-25,Heavy
3,93,2020-10-19,Light
2,467,2020-05-05,Light
2,134,2020-11-25,Light
2,357,2020-03-25,Light
3,1360,2020-11-25,Light
2,688,2020-01-18,Light
2,1186,2020-02-13,Light
2,737,2020-06-20,Light
2,818,2020-12-16,Moderate
5,298,2020-08-18,Severe
1,724,2020-08-24,Severe
2,1256,2020-11-23,Light
1,488,2020-01-30,Severe
2,159,2020-10-10,Light
2,569,2020-05-05,Light
2,1525,2020-02-06,Light
3,26,2020-01-17,Light
1,983,2020-03-15,Moderate
1,273,2020-12-31,Severe
5,1550,2020-06-30,Severe
2,1098,2020-02-09,Light
1,1740,2020-12-07,Severe
1,1741,2020-03-28,Severe
3,234,2020-12-14,Light
2,1448,2020-02-19,Light
2,1539,2020-06-19,Light
1,1050,2020-10-25,Moderate
1,1219,2020-02-04,Moderate
2,1096,2020-08-06,Light
3,302,2020-04-04,Moderate
1,43,2020-09-27,Severe
1,129,2020-05-16,Severe
2,860,2020-07-03,Heavy
1,984,2020-10-04,Moderate
3,313,2020-02-25,Light
1,991,2020-11-06,Moderate
1,183,2020-11-20,Severe
2,1518,2020-02-12,Light
2,1511,2020-03-28,Light
2,171,2020-10-30,Light
3,99,2020-03-17,Light
2,316,2020-01-17,Light
1,501,2020-07-25,Severe
3,1601,2020-10-20,Light
2,1331,2020-05-15,Light
2,577,2020-01-23,Light
1,896,2020-10-28,Severe
2,196,2020-11-25,Moderate
1,910,2020-09-26,Severe
2,650,2020-01-24,Light
1,1126,2020-09-05,Severe
2,640,2020-08-29,Light
2,629,2020-05-05,Light
1,999,2020-09-11,Severe
5,1202,2020-02-27,Severe
1,365,2020-09-01,Severe
3,852,2020-12-07,Light
2,1398,2020-03-11,Light
2,657,2020-12-24,Moderate
2,527,2020-09-29,Light
1,156,2020-11-06,Severe
2,1716,2020-05-05,Light
1,1471,2020-03-22,Severe
3,389,2020-01-15,Light
2,485,2020-04-13,Moderate
2,133,2020-11-25,Light
2,359,2020-08-04,Light
2,133,2020-04-04,Light
3,527,2020-02-02,Light
1,1579,2020-12-29,Severe
1,100,2020-02-18,Severe
2,573,2020-02-05,Light
2,1146,2020-11-26,Light
1,1513,2020-08-27,Moderate
2,409,2020-05-16,Light
1,1113,2020-09-17,Severe
2,765,2020-04-01,Light
3,1742,2020-01-01,Light
3,710,2020-01-23,Light
2,336,2020-10-04,Light
3,300,2020-02-09,Light
2,1699,2020-09-08,Light
2,512,2020-02-06,Light
2,139,2020-07-02,Light
2,1014,2020-03-16,Light
3,1743,2020-02-23,Light
3,55,2020-01-28,Light
2,962,2020-10-20,Light
2,1422,2020-12-12,Light
3,1744,2020-04-02,Moderate
2,723,2020-08-29,Light
1,1244,2020-05-21,Severe
2,843,2020-09-19,Heavy
2,67,2020-06-18,Light
3,1745,2020-12-12,Light
1,323,2020-09-28,Severe
2,1277,2020-07-31,Light
4,1319,2020-07-07,UNK
2,102,2020-02-17,Light
1,1428,2020-09-04,Severe
3,1528,2020-11-11,Light
2,59,2020-01-04,Light
2,734,2020-04-26,Light
4,292,2020-09-05,UNK
1,685,2020-05-24,Severe
1,628,2020-07-18,Moderate
2,1734,2020-03-21,Light
2,162,2020-01-18,Light
2,1575,2020-11-28,Light
3,156,2020-12-16,Light
3,63,2020-03-03,Light
2,441,2020-11-22,Moderate
2,470,2020-07-09,Light
2,790,2020-06-29,Light
1,1016,2020-01-25,Severe
4,793,2020-10-10,UNK
2,151,2020-12-31,Light
4,1056,2020-08-10,UNK
2,558,2020-11-28,Light
1,936,2020-01-11,Severe
2,584,2020-10-10,Light
1,761,2020-08-10,Severe
2,679,2020-06-29,Light
3,836,2020-01-31,Light
1,548,2020-05-31,Moderate
2,1162,2020-01-14,Light
2,1454,2020-08-28,Light
2,1043,2020-05-14,Light
2,434,2020-03-04,Moderate
2,571,2020-02-12,Light
5,1747,2020-02-02,Severe
2,359,2020-11-11,Light
2,166,2020-04-30,Light
2,239,2020-09-02,Light
2,1534,2020-08-17,Light
2,1018,2020-08-24,Light
2,488,2020-07-21,Light
1,377,2020-11-25,Severe
3,1178,2020-12-31,Light
1,1588,2020-01-24,Severe
2,601,2020-08-30,Light
2,386,2020-08-02,Moderate
1,217,2020-01-22,Moderate
3,1318,2020-02-08,Light
1,978,2020-09-21,Severe
2,419,2020-11-16,Light
2,1689,2020-04-24,Light
3,244,2020-12-16,Light
1,161,2020-12-06,Severe
2,573,2020-03-23,Light
2,316,2020-05-14,Light
1,643,2020-03-17,Severe
2,137,2020-03-18,Moderate
5,938,2020-10-19,Severe
3,363,2020-02-05,Light
1,1085,2020-09-03,Severe
2,372,2020-06-18,Light
2,414,2020-12-31,Light
2,832,2020-02-02,Light
3,1186,2020-01-20,Light
2,1092,2020-02-01,Light
2,378,2020-05-08,Light
3,405,2020-03-15,Light
2,36,2020-05-24,Light
4,608,2020-11-18,UNK
1,79,2020-04-27,Severe
1,1211,2020-01-04,Severe
2,1579,2020-09-16,Light
3,146,2020-12-17,Light
2,421,2020-06-30,Light
2,773,2020-07-26,Light
2,474,2020-08-06,Light
1,208,2020-12-29,Severe
1,954,2020-04-08,Severe
2,797,2020-04-23,Light
1,582,2020-02-26,Severe
2,641,2020-10-28,Light
2,719,2020-10-20,Light
2,154,2020-07-29,Moderate
2,1543,2020-02-10,Light
2,987,2020-02-19,Light
2,1027,2020-03-05,Moderate
2,474,2020-02-04,Light
2,342,2020-03-29,Light
2,875,2020-01-25,Light
2,641,2020-03-16,Light
1,1481,2020-11-22,Severe
2,216,2020-07-27,Light
2,1172,2020-08-26,Light
1,954,2020-10-28,Severe
1,1063,2020-08-25,Moderate
2,363,2020-01-11,Light
2,117,2020-09-15,Light
2,404,2020-02-01,Light
2,1543,2020-11-27,Light
1,109,2020-01-25,Severe
2,887,2020-04-06,Light
2,1252,2020-03-19,Light
2,985,2020-09-16,Heavy
2,1187,2020-05-27,Light
2,129,2020-07-07,Light
2,1157,2020-06-22,Light
2,1703,2020-06-25,Light
2,480,2020-10-16,Light
1,663,2020-09-07,Moderate
2,735,2020-11-20,Light
2,213,2020-05-26,Light
2,534,2020-12-19,Light
2,287,2020-02-07,Light
2,1448,2020-02-06,Light
2,171,2020-12-24,Light
3,1493,2020-04-16,Light
4,77,2020-10-30,UNK
1,776,2020-01-05,Severe
3,234,2020-11-22,Moderate
2,919,2020-02-16,Light
1,1053,2020-10-22,Severe
1,285,2020-10-05,Severe
1,1218,2020-10-18,Severe
2,73,2020-09-05,Light
1,306,2020-03-26,Severe
3,1727,2020-03-15,Light
2,576,2020-11-12,Light
5,826,2020-11-01,Severe
2,246,2020-11-24,Light
3,286,2020-02-24,Heavy
1,126,2020-03-12,Severe
2,1748,2020-10-30,Light
1,292,2020-05-24,Severe
2,1287,2020-05-23,Light
2,134,2020-04-22,Light
2,321,2020-06-04,Moderate
1,770,2020-02-11,Severe
2,1224,2020-10-23,Moderate
2,127,2020-07-24,Light
1,843,2020-11-27,Severe
2,234,2020-01-11,Moderate
2,744,2020-04-07,Light
3,955,2020-02-26,Light
1,217,2020-11-16,Severe
1,1683,2020-01-25,Severe
2,323,2020-05-25,Light
2,526,2020-01-10,Light
2,121,2020-08-17,Light
1,1191,2020-02-23,Severe
3,52,2020-02-26,Light
2,391,2020-10-21,Light
3,390,2020-04-09,Light
2,710,2020-10-25,Light
3,109,2020-01-12,Light
2,1020,2020-03-09,Light
1,210,2020-06-24,Severe
4,425,2020-10-23,UNK
2,1108,2020-06-18,Light
3,439,2020-04-21,Light
2,771,2020-05-17,Moderate
1,758,2020-03-27,Severe
2,246,2020-01-25,Heavy
2,1346,2020-12-28,Light
2,1751,2020-06-07,Light
1,1468,2020-07-29,Severe
2,1278,2020-02-04,Light
2,213,2020-04-08,Light
2,779,2020-02-19,Light
2,473,2020-04-25,Light
3,527,2020-02-16,Light
2,781,2020-07-30,Moderate
1,1424,2020-04-01,Moderate
2,897,2020-04-05,Light
1,50,2020-08-09,Severe
2,1066,2020-11-15,Light
2,1240,2020-09-13,Light
1,1466,2020-01-20,Severe
2,409,2020-10-28,Light
1,995,2020-01-15,Severe
3,1653,2020-02-08,Light
1,1020,2020-12-30,Severe
2,1027,2020-07-09,Light
3,1752,2020-03-27,Light
2,54,2020-11-27,Heavy
2,1089,2020-03-10,Light
1,1344,2020-11-21,Severe
2,1257,2020-11-23,Light
2,612,2020-03-18,Light
5,90,2020-09-18,Severe
2,618,2020-04-23,Light
2,147,2020-05-14,Light
2,37,2020-03-03,Moderate
2,472,2020-09-29,Light
2,119,2020-02-12,Light
3,224,2020-03-13,Light
1,1100,2020-07-05,Severe
1,1223,2020-02-29,Severe
4,1753,2020-11-10,UNK
1,688,2020-10-06,Severe
2,174,2020-06-16,Light
1,1714,2020-06-11,Severe
1,1371,2020-01-26,Severe
4,935,2020-05-23,UNK
3,326,2020-10-24,Light
5,439,2020-02-18,Severe
1,1180,2020-11-23,Moderate
2,385,2020-09-23,Light
1,191,2020-10-17,Severe
2,692,2020-03-10,Light
3,1754,2020-10-17,Moderate
3,377,2020-10-25,Light
1,1700,2020-03-19,Severe
1,167,2020-11-21,Severe
2,244,2020-06-11,Light
2,1398,2020-11-07,Light
2,1275,2020-10-23,Moderate
3,22,2020-01-21,Light
2,342,2020-01-25,Light
1,707,2020-06-06,Severe
2,478,2020-07-01,Moderate
2,249,2020-07-31,Light
1,75,2020-10-24,Moderate
2,232,2020-06-09,Light
2,761,2020-09-27,Light
3,633,2020-12-25,Light
1,1366,2020-01-14,Severe
3,659,2020-03-25,Light
2,1641,2020-10-23,Light
1,778,2020-12-05,Severe
1,1615,2020-03-24,Severe
1,1009,2020-03-15,Severe
2,1076,2020-02-01,Light
2,395,2020-01-12,Light
2,752,2020-08-30,Light
3,1625,2020-11-12,Light
2,524,2020-01-23,Light
2,67,2020-06-11,Light
3,1618,2020-02-03,Light
3,659,2020-11-23,Light
2,622,2020-04-27,Light
2,842,2020-03-03,Light
1,908,2020-11-25,Severe
1,1755,2020-01-03,Severe
2,1092,2020-11-16,Light
2,159,2020-12-14,Light
2,167,2020-01-04,Light
1,570,2020-09-13,Moderate
2,813,2020-03-26,Light
2,1175,2020-07-03,Light
2,1724,2020-06-26,Moderate
1,109,2020-04-15,Moderate
1,583,2020-02-11,Severe
2,1756,2020-01-16,Light
1,647,2020-01-15,Severe
2,303,2020-11-29,Light
1,1237,2020-03-26,Severe
2,121,2020-06-27,Light
1,1199,2020-05-24,Severe
2,712,2020-10-19,Light
2,431,2020-03-25,Light
2,199,2020-03-28,Light
1,321,2020-04-08,Moderate
2,443,2020-09-20,Light
2,859,2020-10-16,Light
1,220,2020-07-01,Moderate
3,1604,2020-03-25,Light
2,995,2020-06-10,Light
2,297,2020-07-06,Light
3,442,2020-12-16,Light
3,345,2020-03-25,Light
2,584,2020-07-07,Light
1,302,2020-10-13,Moderate
2,3,2020-05-31,Light
1,1608,2020-07-05,Severe
2,2,2020-02-18,Light
2,1453,2020-05-17,Moderate
2,801,2020-02-13,Light
1,640,2020-02-09,Severe
1,40,2020-12-07,Severe
1,468,2020-11-11,Severe
2,1040,2020-05-27,Light
3,653,2020-10-19,Light
5,417,2020-09-13,Severe
1,1121,2020-08-11,Moderate
5,815,2020-06-15,Severe
2,1074,2020-03-28,Light
3,157,2020-03-02,Moderate
6,819,2020-02-09,Severe
1,952,2020-11-28,Severe
2,688,2020-05-19,Light
1,1481,2020-09-01,Severe
3,589,2020-03-04,Light
1,342,2020-10-01,Moderate
3,1182,2020-04-12,Light
3,194,2020-12-17,Light
2,140,2020-06-23,Light
2,72,2020-01-25,Light
2,825,2020-12-22,Light
1,1003,2020-12-27,Severe
3,1403,2020-10-18,Light
2,386,2020-03-28,Light
2,449,2020-02-05,Light
1,1464,2020-01-30,Severe
2,1244,2020-03-30,Light
2,1538,2020-09-25,Light
1,307,2020-10-08,Severe
3,223,2020-12-17,Light
2,256,2020-08-24,Light
3,182,2020-01-28,Light
2,841,2020-09-02,Moderate
2,1238,2020-03-26,Light
2,2,2020-02-06,Light
2,1654,2020-11-15,Moderate
1,7,2020-05-18,Moderate
2,1514,2020-05-19,Moderate
1,509,2020-11-25,Moderate
2,625,2020-03-21,Light
1,892,2020-05-10,Severe
4,507,2020-06-19,UNK
2,728,2020-04-23,Light
2,724,2020-03-17,Light
2,311,2020-04-12,Light
1,860,2020-04-22,Moderate
1,879,2020-09-14,Severe
2,1621,2020-05-16,Light
2,937,2020-04-23,Light
3,1757,2020-04-03,Light
2,441,2020-03-19,Light
2,115,2020-04-23,Moderate
3,1555,2020-12-21,Light
2,1046,2020-03-09,Light
2,1353,2020-10-12,Light
2,935,2020-04-13,Moderate
1,206,2020-10-13,Severe
2,1013,2020-01-03,Light
1,128,2020-11-22,Severe
2,259,2020-01-11,Light
1,432,2020-10-07,Moderate
1,1609,2020-01-30,Severe
3,384,2020-02-16,Light
2,263,2020-09-26,Light
1,1309,2020-09-10,Severe
2,364,2020-03-19,Moderate
2,573,2020-09-18,Light
3,94,2020-02-27,Light
2,1511,2020-01-25,Light
2,958,2020-08-08,Light
2,581,2020-02-01,Moderate
1,1150,2020-04-14,Severe
2,335,2020-04-29,Light
2,1511,2020-02-10,Light
2,323,2020-10-10,Light
1,1166,2020-08-27,Severe
2,208,2020-09-29,Light
2,1758,2020-06-06,Light
1,332,2020-02-27,Severe
1,390,2020-08-25,Severe
3,892,2020-05-09,Light
1,483,2020-12-22,Severe
2,817,2020-06-20,Light
2,804,2020-05-22,Light
2,925,2020-08-11,Moderate
1,139,2020-04-05,Severe
2,156,2020-08-01,Light
2,1620,2020-09-22,Light
2,716,2020-03-03,Light
2,549,2020-08-22,Moderate
1,1299,2020-01-14,Severe
1,1225,2020-10-22,Severe
2,904,2020-11-09,Moderate
3,1650,2020-03-01,Moderate
2,238,2020-05-02,Light
1,353,2020-03-18,Severe
2,692,2020-01-10,Light
1,458,2020-12-29,Severe
2,764,2020-04-08,Light
1,81,2020-12-01,Severe
2,1635,2020-05-16,Moderate
1,1084,2020-07-15,Severe
1,939,2020-03-29,Severe
3,712,2020-01-22,Light
1,1056,2020-12-17,Severe
2,32,2020-04-04,Moderate
3,1043,2020-01-31,Light
2,169,2020-01-11,Light
3,1198,2020-01-28,Light
2,1348,2020-12-13,Light
3,1010,2020-12-26,Moderate
1,199,2020-01-24,Severe
2,105,2020-05-07,Light
1,273,2020-01-02,Severe
2,175,2020-09-24,Light
2,577,2020-05-18,Light
2,422,2020-06-23,Light
2,761,2020-08-15,Light
5,521,2020-05-26,Severe
2,1121,2020-10-05,Light
2,377,2020-04-07,Light
1,1081,2020-11-20,Moderate
1,1516,2020-11-26,Moderate
2,478,2020-09-18,Moderate
2,535,2020-03-03,Light
2,308,2020-03-09,Light
2,195,2020-06-08,Light
2,292,2020-12-05,Moderate
2,234,2020-04-23,Light
5,776,2020-10-07,Severe
3,1020,2020-04-17,Light
1,240,2020-11-06,Severe
2,946,2020-02-06,Moderate
2,853,2020-03-19,Light
2,228,2020-10-26,Light
2,1098,2020-01-09,Light
1,1248,2020-12-03,Severe
2,433,2020-09-12,Light
2,1059,2020-03-21,Light
2,115,2020-05-29,Heavy
1,671,2020-09-15,Moderate
5,246,2020-07-16,Severe
1,173,2020-04-26,Severe
2,1698,2020-03-26,Light
2,681,2020-03-21,Light
2,1250,2020-04-30,Moderate
2,100,2020-07-14,Light
3,1757,2020-01-31,Light
4,300,2020-08-08,UNK
2,1658,2020-06-13,Light
2,257,2020-03-23,Light
2,309,2020-04-30,Heavy
5,1294,2020-05-29,Severe
2,73,2020-03-13,Light
2,958,2020-09-29,Light
1,488,2020-10-28,Severe
4,867,2020-08-14,UNK
1,94,2020-01-13,Moderate
2,262,2020-05-03,Moderate
2,358,2020-06-24,Light
2,3,2020-12-04,Light
1,94,2020-04-06,Moderate
1,372,2020-05-15,Severe
2,702,2020-02-18,Light
1,1615,2020-12-09,Severe
2,758,2020-04-24,Light
2,1090,2020-12-21,Light
1,1182,2020-07-25,Severe
2,1440,2020-04-30,Light
2,380,2020-03-05,Light
4,299,2020-04-29,UNK
2,519,2020-05-28,Moderate
2,674,2020-12-25,Light
1,1575,2020-10-31,Severe
4,690,2020-06-07,UNK
2,261,2020-02-14,Light
1,400,2020-02-25,Severe
3,889,2020-10-26,Light
2,775,2020-03-22,Light
2,1655,2020-03-19,Light
2,246,2020-08-27,Light
3,766,2020-01-28,Light
2,1558,2020-01-01,Light
3,1675,2020-01-11,Moderate
2,1345,2020-08-24,Light
2,243,2020-01-11,Light
2,261,2020-04-05,Light
2,353,2020-01-24,Light
5,908,2020-02-22,Severe
3,372,2020-04-12,Light
3,1298,2020-12-26,Light
1,1307,2020-07-22,Severe
2,1267,2020-07-07,Light
2,26,2020-11-22,Light
1,797,2020-03-04,Severe
3,1059,2020-10-06,Light
1,602,2020-02-04,Severe
2,271,2020-09-30,Light
2,244,2020-03-13,Light
2,127,2020-03-02,Light
2,1264,2020-07-05,Light
2,300,2020-01-15,Light
1,389,2020-07-25,Severe
2,1587,2020-10-20,Light
2,398,2020-01-19,Light
1,736,2020-09-03,Severe
2,284,2020-02-04,Light
2,398,2020-04-24,Light
2,1488,2020-09-12,Light
1,734,2020-05-06,Severe
3,483,2020-01-14,Light
3,308,2020-02-19,Light
4,472,2020-07-10,UNK
3,1033,2020-03-11,Light
2,26,2020-05-26,Moderate
2,370,2020-02-21,Light
2,411,2020-06-15,Light
2,1713,2020-04-22,Light
2,1735,2020-07-23,Light
1,1258,2020-12-13,Severe
1,412,2020-08-01,Moderate
1,1519,2020-11-11,Severe
2,19,2020-04-30,Moderate
4,1732,2020-08-11,UNK
2,420,2020-01-11,Light
1,96,2020-09-15,Moderate
1,1248,2020-02-12,Severe
2,832,2020-07-21,Light
1,203,2020-09-10,Severe
2,1092,2020-12-09,Moderate
2,953,2020-09-16,Heavy
2,950,2020-02-20,Light
2,198,2020-07-24,Light
2,890,2020-07-20,Light
1,1538,2020-11-10,Severe
2,1090,2020-08-28,Light
1,1194,2020-10-14,Severe
3,941,2020-11-22,Light
2,1018,2020-02-27,Moderate
1,1147,2020-02-06,Severe
2,632,2020-11-28,Moderate
2,366,2020-08-09,Heavy
2,1463,2020-06-29,Light
1,5,2020-09-08,Severe
2,73,2020-12-04,Light
1,567,2020-03-25,Severe
1,757,2020-03-09,Severe
2,708,2020-05-02,Light
2,411,2020-01-24,Light
2,324,2020-08-28,Light
2,403,2020-11-29,Moderate
2,176,2020-06-10,Light
1,1397,2020-11-23,Severe
1,1493,2020-07-07,Severe
1,957,2020-07-06,Moderate
3,1468,2020-10-17,Light
2,68,2020-07-28,Light
3,476,2020-01-19,Light
2,625,2020-08-22,Light
1,1027,2020-03-24,Severe
1,115,2020-07-08,Severe
2,445,2020-02-12,Light
1,959,2020-12-19,Moderate
2,340,2020-05-23,Light
2,1092,2020-03-30,Light
2,349,2020-11-29,Light
3,46,2020-03-13,Light
2,994,2020-01-14,Light
1,305,2020-10-28,Severe
2,690,2020-11-09,Light
1,784,2020-02-02,Severe
1,1013,2020-02-13,Severe
2,744,2020-10-14,Moderate
3,856,2020-01-01,Light
1,147,2020-09-18,Severe
1,844,2020-03-18,Severe
5,1747,2020-02-18,Severe
1,147,2020-04-19,Moderate
2,248,2020-01-13,Light
2,1759,2020-01-03,Light
1,516,2020-06-20,Severe
1,1760,2020-06-04,Moderate
2,345,2020-03-24,Light
2,409,2020-12-30,Moderate
4,1146,2020-03-29,UNK
3,238,2020-11-30,Light
5,344,2020-12-10,Severe
3,965,2020-10-26,Light
2,1275,2020-02-25,Light
2,1547,2020-08-01,Light
1,199,2020-02-24,Severe
2,833,2020-05-12,Light
2,242,2020-05-18,Light
2,1345,2020-01-11,Light
2,1579,2020-04-07,Light
2,1721,2020-03-09,Light
2,745,2020-04-25,Light
2,1671,2020-07-21,Light
2,1095,2020-09-01,Moderate
2,821,2020-09-21,Light
2,949,2020-06-21,Moderate
3,168,2020-12-21,Light
2,26,2020-03-05,Light
4,534,2020-03-19,UNK
1,234,2020-07-24,Severe
2,110,2020-02-06,Light
1,386,2020-01-25,Severe
2,531,2020-09-09,Light
2,1308,2020-05-16,Light
3,1166,2020-04-09,Light
2,275,2020-05-11,Light
1,242,2020-08-07,Severe
2,1211,2020-10-20,Light
2,275,2020-07-27,Light
1,29,2020-06-16,Moderate
2,935,2020-12-22,Light
4,750,2020-04-29,UNK
1,315,2020-08-10,Severe
1,502,2020-11-29,Severe
1,805,2020-10-24,Severe
2,1225,2020-03-28,Light
2,1208,2020-10-25,Light
2,682,2020-09-13,Moderate
2,302,2020-12-13,Light
2,1565,2020-07-04,Light
2,95,2020-05-25,Light
2,502,2020-02-21,Light
2,94,2020-04-13,Moderate
2,902,2020-02-04,Light
2,1130,2020-11-10,Light
2,559,2020-01-03,Light
2,5,2020-04-12,Light
1,676,2020-08-09,Severe
1,816,2020-02-26,Severe
2,1307,2020-02-10,Light
1,478,2020-03-28,Severe
5,797,2020-11-28,Severe
2,50,2020-08-29,Moderate
2,1525,2020-01-25,Light
2,1065,2020-03-20,Moderate
1,863,2020-05-02,Moderate
3,1290,2020-04-18,Moderate
2,550,2020-09-30,Moderate
2,58,2020-09-30,Light
2,299,2020-02-12,Light
2,667,2020-06-10,Light
2,385,2020-05-14,Light
1,441,2020-07-16,Severe
2,905,2020-03-17,Moderate
2,6,2020-07-27,Moderate
2,206,2020-12-21,Light
2,234,2020-10-24,Light
3,1618,2020-12-23,Light
1,549,2020-01-14,Severe
2,1734,2020-11-01,Light
1,183,2020-08-23,Severe
2,1646,2020-09-29,Light
2,1258,2020-03-24,Light
2,94,2020-01-16,Light
2,487,2020-01-28,Light
2,127,2020-12-14,Light
2,1255,2020-01-04,Light
2,48,2020-06-28,Moderate
2,1203,2020-03-29,Moderate
2,56,2020-09-30,Light
3,46,2020-11-16,Light
1,94,2020-01-17,Severe
1,1443,2020-11-29,Moderate
3,694,2020-01-18,Light
